product_category,GRADE,total_production,total_profit,profit_margin_percentage,performance_status
113,S53CG,57.7996458671417,20172.076407632452,33.98,"TOP Performer"
114,SCM420HVC,51.3788986320188,18547.78240615879,24.64,"TOP Performer"
115,EN1A,55.4222076793134,19619.461518476943,39.95,"TOP Performer"
116,R16,48.3394104029995,13099.980219212865,30.01,"TOP Performer"
117,C45MO,58.5475515211891,10187.273964686903,19.48,"TOP Performer"
118,SCR415HM,60.2091229570532,15895.208460662045,20.14,"TOP Performer"
119,SUP6,57.6295095309495,15156.561006639718,22.83,"TOP Performer"
120,VS14250,51.4325767978088,18567.160224008978,25.86,"TOP Performer"
121,S48CS1V,62.7570815557518,13806.557942265397,22.43,"TOP Performer"
122,EN353,53.8889306588936,14011.121971312336,31.67,"TOP Performer"
123,51CRV4,58.1112581315701,17723.93373012888,32.31,"TOP Performer"
124,SAE8720M,49.7632778832274,12291.529637157168,28.96,"TOP Performer"
125,SCM415HV,53.3308279526424,13546.03029997117,30.31,"TOP Performer"
126,SUP11AM,61.1376108381237,21153.6133499908,35.09,"TOP Performer"
126,EN1A,62.7570815557518,16630.626612274227,28.68,"TOP Performer"
127,SCM420H,59.5605625831493,18761.577213692028,25.51,"TOP Performer"
128,22MN6,58.7537606234311,18154.912032640208,41.26,"TOP Performer"
129,SAE52100,54.0661795052512,15246.662620480838,28.06,"TOP Performer"
130,44MNSIVS6,56.7872998470767,20613.78984448884,29.85,"TOP Performer"
131,20MNCR5,61.0855280412886,16920.69126743694,38.96,"TOP Performer"
132,S48CS1V,60.247838305559,13857.00281027857,25.05,"TOP Performer"
133,SUP9,56.4339593272961,16986.621757516128,26.66,"TOP Performer"
134,SAE1050,56.5057642479952,14013.429533502811,28.84,"TOP Performer"
135,S48C,55.5767822216983,11615.547484334946,24.16,"TOP Performer"
136,430L,52.9209026088782,22226.779095728845,28.42,"TOP Performer"
137,SCM420H2V2,56.4401360855813,16536.95987307532,27.8,"TOP Performer"
137,38MNVS6,53.9531526500767,16293.852100323164,33.22,"TOP Performer"
138,S48C,58.8529811401772,8827.94717102658,13.65,"TOP Performer"
139,S48CS1V,58.4004083461881,13198.49228623851,31.52,"TOP Performer"
140,S48CS1V,54.2397451846842,8244.441268072,14.41,"TOP Performer"
141,12L14,56.7756266741672,13171.94538840679,22.59,"TOP Performer"
142,56SICR7,54.2160848630288,15614.232440552294,37.11,"TOP Performer"
143,SCR420HV,61.2966357235898,17714.727724117452,31.41,"TOP Performer"
144,S48CS1V,59.5735826398499,9233.905309176735,17.22,"TOP Performer"
145,SUP11A,53.2590079861741,17149.40057154806,26.05,"TOP Performer"
146,SUP9,61.5436954944007,19201.632994253017,25.59,"TOP Performer"
147,SAE1050,56.542849410548,9216.484453919324,21.14,"LOW Performer"
147,S35C,52.5466187454799,8722.738711749664,21.56,"LOW Performer"
147,S35C,48.1300240186809,7556.413770932902,15.05,"LOW Performer"
147,52CRMOV4,59.4618879620993,30444.48663659484,37.26,"TOP Performer"
147,AISI430L,59.2267080966255,28724.95342686337,39.85,"TOP Performer"
147,52CRMOV4,56.9353870378143,26418.019585545837,28.77,"TOP Performer"
148,S35C,55.6628451403706,10687.266266951156,26.59,"LOW Performer"
148,385MNVS6,56.7218119583511,19342.137877797722,37.51,"TOP Performer"
148,DY7,57.0863686651146,17753.86065485064,31.77,"TOP Performer"
148,WSSMIA340,56.0986485995542,14136.85944708766,29.51,"TOP Performer"
149,SAE52100,56.6342803718384,18066.33543861645,34.3,"TOP Performer"
150,S45CSQDS1,54.9155656334442,9225.815026418626,18.79,"TOP Performer"
151,SCR420HV,62.7570815557518,22969.09184940516,26.16,"TOP Performer"
151,S48CS1V,53.320433085153,13330.108271288249,28,"TOP Performer"
152,SAE1548,53.705120744158,12781.818737109605,25.35,"TOP Performer"
153,S70CVS1,61.4117740478338,16949.64963720213,23.73,"TOP Performer"
154,SAE52100,56.3760093688997,16123.538679505315,39.67,"TOP Performer"
155,16MNCR5,48.759701746614,15993.182172889392,32.35,"TOP Performer"
156,SCR420HN,54.038405121651,19345.74903355106,27.95,"TOP Performer"
157,S35C,62.215639614311,13003.068679390999,28.71,"TOP Performer"
158,GTD450,48.1300240186809,14583.397277660313,29.11,"TOP Performer"
159,SAE52100,58.0420140738148,12943.3691384607,29.27,"TOP Performer"
160,38MNS6,56.145763341144,14036.440835286,34.29,"TOP Performer"
160,Unknown,49.5195016755732,13716.901964133776,30.11,"TOP Performer"
160,S48CS1V,57.3597653162594,13594.264379953478,30.15,"TOP Performer"
161,S45CS1QDS,48.1300240186809,7412.023698876858,19.23,"TOP Performer"
162,C45,52.6837684444954,11695.796594677979,24.67,"TOP Performer"
163,S53CG,53.0816834544765,11200.23520889454,19.72,"TOP Performer"
164,38MNS6,57.8884163896954,20203.057320003696,45.5,"TOP Performer"
165,SCM420HV,57.0793120463297,15354.334940462688,25.35,"LOW Performer"
165,DY7,56.8772271484684,21158.328499230243,36.22,"TOP Performer"
165,SCM415,61.3440032454775,17789.760941188477,34.52,"TOP Performer"
165,41CR4,51.8196628381042,16271.374131164719,43.98,"TOP Performer"
166,EN8D,62.7570815557518,24286.99056207595,40.1,"TOP Performer"
166,EN18D,48.9591087602983,18653.420437673652,49.74,"TOP Performer"
166,C10C,49.665441790999,13906.32370147972,38.83,"TOP Performer"
167,SAE4135H,50.5497967574069,13446.245937470236,35.95,"TOP Performer"
168,45C8,52.8274667713909,12255.972290962689,30.69,"TOP Performer"
169,SAE52100,58.4292698499104,17996.215113772403,39.49,"TOP Performer"
170,SCM415HV,56.7027126497405,15026.218852181231,27.6,"TOP Performer"
171,S48CS1V,52.1303341415209,12302.758857398932,28.03,"TOP Performer"
172,SUP11AM,56.3964091760023,14324.687930704584,19.94,"TOP Performer"
173,ST523,49.1786844455606,10032.451626894363,27.31,"TOP Performer"
174,40CR4C,60.0396093572366,12548.278355662449,28.02,"TOP Performer"
175,S48C,54.9242790638302,11259.47720808519,20.46,"TOP Performer"
176,SAE52100,48.1300240186809,10203.56509196035,20.85,"LOW Performer"
176,46S20N,49.4428699075024,9938.016851407981,18.63,"LOW Performer"
176,SCM415,55.7537542792896,20071.351540544256,39.05,"TOP Performer"
176,SUP9,52.6210223591291,16575.622043125666,29.86,"TOP Performer"
176,38MNS6,52.6197187980223,14680.90154464822,31.67,"TOP Performer"
177,S53CG,56.1482157147568,15553.055752987633,25.74,"TOP Performer"
177,16MNCR5,54.6506181528023,13389.401447436563,28.39,"TOP Performer"
178,38MNVS6,56.8551986833801,18193.663578681633,29.2,"TOP Performer"
179,SCM420HV,57.4471815997086,15166.05594232307,25.29,"TOP Performer"
180,S35C,57.4753894572759,9196.062313164144,17.28,"TOP Performer"
181,45C8,62.3680145006611,20768.548828720144,41.32,"TOP Performer"
182,S48CS1V,59.0520466465201,12814.294122294861,24.52,"TOP Performer"
183,EN18D,62.4803271768502,22118.03582060497,48.83,"TOP Performer"
183,S48CS1V,56.6898468390481,12528.456151429631,21.31,"TOP Performer"
184,100CR6,54.0753047250036,14546.256971025969,36.06,"TOP Performer"
185,S45CS1QDS,54.0897370628705,13414.254791591884,32.29,"TOP Performer"
186,44MNSIVS6,56.629220233733,19367.193319936687,29.01,"TOP Performer"
187,60SICR8,48.1583604243297,15940.417300453131,44.43,"TOP Performer"
188,40CR4C,56.0740260142661,15139.987023851847,29.87,"TOP Performer"
189,SAE1541M,53.2326848258646,13201.70583681442,35.23,"TOP Performer"
189,S48CS1V,61.5957915966152,10902.45511260089,16.3,"TOP Performer"
190,S35CP3,55.8922481187173,10731.31163879372,25.98,"TOP Performer"
190,SAE1050,54.375367015623,9298.187759671533,21.81,"TOP Performer"
191,SCM420HV,57.9723746189069,18551.159878050206,25.79,"TOP Performer"
191,SAE52100,57.7722661900686,12594.354029434955,30.36,"TOP Performer"
192,SAE8620,59.8207600155801,12682.001123302982,23.63,"TOP Performer"
193,SUP11A,58.3257085897263,15864.592736405553,22.61,"TOP Performer"
194,S48CSIV,53.7887741104089,9305.45792110074,16.17,"TOP Performer"
195,SUP11,53.2038330594334,13832.996595452683,25.74,"LOW Performer"
195,38MNS6,55.5738859280861,12392.9765619632,22.71,"LOW Performer"
195,41CR4,48.9174267127947,11544.512704219549,25.82,"LOW Performer"
195,SCM420HV,62.7570815557518,20396.051505619336,30.37,"TOP Performer"
195,GRADE3,56.4868442593479,18132.277007250676,40.12,"TOP Performer"
195,SAE4140,54.4262803243004,17688.54110539763,36.35,"TOP Performer"
196,S48CS1V,51.9427901948664,10959.92873111681,24.97,"TOP Performer"
197,SUP11AM,57.6709468524207,22953.036847263436,32.12,"TOP Performer"
198,20MNCR5,57.8423535925088,19955.611989415534,34.74,"TOP Performer"
198,44MN1VS6,57.7758254906898,16119.455311902453,27.01,"TOP Performer"
199,S45CS1QDS,61.2372573253205,12798.586780991984,25.8,"TOP Performer"
199,20MNCR5,48.1300240186809,12610.066292894395,26.98,"TOP Performer"
200,S48CS1V,57.8885426976212,10246.272057478953,18.23,"TOP Performer"
201,60SI7,60.5151034958341,18275.561255741897,39.43,"TOP Performer"
202,SAE1050,56.0180351627553,9523.0659776684,26.65,"TOP Performer"
203,S48CS1V,53.8373589558513,9636.887253097382,17.99,"LOW Performer"
203,S45CS1QDS,48.266280613578,9074.060755352664,27.41,"LOW Performer"
203,S45CS1QDS,53.5143396744034,8294.722649532527,17.51,"LOW Performer"
203,AISI420,58.7622868695726,27912.086263046986,45.81,"TOP Performer"
203,AISI420,59.7996998048894,27806.86040927357,32.54,"TOP Performer"
203,SCM435H,57.4759152958627,27301.05976553478,29.3,"TOP Performer"
204,EN8C,52.6505939151811,17637.94896158567,31.69,"TOP Performer"
205,SCM420HV,48.5720246100574,17874.505056501122,32.39,"TOP Performer"
206,SAE52100,62.0879160795429,13907.69320181761,22.79,"TOP Performer"
207,S25C,56.7653664170036,14077.810871416892,22.9,"TOP Performer"
208,S48C,57.9697795134075,14028.686642244615,33.52,"TOP Performer"
209,1541M,51.5181189120124,11333.986160642728,26.7,"TOP Performer"
210,AISI420,54.6233007737649,16605.48343522453,26.74,"TOP Performer"
211,56SICR7,58.9466551765337,16681.903414959037,36.95,"TOP Performer"
212,16MNCR5,57.0674900261748,11927.105415470534,22.87,"TOP Performer"
212,S48C,59.6694983828023,10024.475728310787,17.21,"TOP Performer"
213,40CR4B,55.8966152827612,11235.219671835002,19.46,"TOP Performer"
214,51CRV4,58.695592010783,12971.725834383044,23.59,"TOP Performer"
215,DY7,49.0125712647949,14017.595381731342,30.75,"TOP Performer"
216,C45RPB,48.1300240186809,8663.404323362562,25.1,"LOW Performer"
216,C45RPB,48.1300240186809,8230.234107194434,28.36,"LOW Performer"
216,C45RPB,48.1300240186809,7797.063891026306,20.07,"LOW Performer"
216,SUP9,60.0367360412026,24014.69441648104,38.13,"TOP Performer"
216,SCM415,62.7570815557518,23471.148501851174,45.55,"TOP Performer"
216,SCM415,59.8270272280442,21238.59466595569,34,"TOP Performer"
217,AISI420,52.0004630249522,18408.16391083308,27.96,"TOP Performer"
217,ST523,51.5897383033829,14961.024107981042,36.16,"TOP Performer"
218,45C8,62.7570815557518,12614.173392706112,19.94,"TOP Performer"
219,S45C,61.6559010421629,15352.319359498562,37.22,"TOP Performer"
220,EN8C,53.5077907799784,14340.08792903421,31.83,"TOP Performer"
221,SCR420HV,58.4245743349544,22201.33824728267,28.49,"TOP Performer"
221,SCM420HVC,59.4515657627975,18965.049478332403,30.01,"TOP Performer"
222,AISI434MO1,53.6552570642006,23661.968365312463,36.15,"TOP Performer"
223,45C8,56.0790180404506,17720.96970078239,34.2,"TOP Performer"
223,S48CS1V,58.6181776497389,9847.853845156134,16.39,"TOP Performer"
224,AISI434MOL,53.0021909040389,24699.020961282127,44.76,"TOP Performer"
225,C45RPB,49.054596096512,9909.028411495425,25.35,"TOP Performer"
226,SCM420IYM,62.2543188842531,24590.455959279974,28.64,"TOP Performer"
226,S53CG,58.0048869356975,14269.202186181585,28.31,"TOP Performer"
227,SUP9,56.4102439845472,19912.816126545164,29.64,"TOP Performer"
228,EN8C,58.3386037210081,15109.698363741098,27.97,"TOP Performer"
229,S53C,60.1703470385623,14440.88328925495,21.88,"TOP Performer"
229,S48CS1V,57.1209956388898,11367.078132139071,21.68,"TOP Performer"
230,45C8,60.2569444304375,19945.04860647481,44.13,"TOP Performer"
230,25MOCR4,58.3967492795448,19212.53051297024,33.81,"TOP Performer"
231,C60K,56.1487010205513,13587.985646973415,33.99,"TOP Performer"
232,SCM415HV,51.8763709440788,18727.369910812446,51.35,"TOP Performer"
232,EN18D,57.7248023299274,17432.890303638076,31.04,"TOP Performer"
233,C45RPB,48.1300240186809,10347.955164016394,33.49,"TOP Performer"
234,SCR420H,62.7570815557518,20647.079831842344,31.45,"TOP Performer"
235,60SI7,53.4873098849602,16313.62951491286,39.82,"LOW Performer"
235,16MNCR5,58.5748886436811,20384.061248001024,34.59,"TOP Performer"
235,SCM420HV,53.1557632076509,17700.86914814775,31.93,"TOP Performer"
235,C10,52.7155403837332,17290.69724586449,29.93,"TOP Performer"
236,WSSMIA340,48.7288682715691,16031.797661346232,43.18,"LOW Performer"
236,12L14,48.7801219076769,11170.64791685801,32.3,"LOW Performer"
236,S45CS1VQD,59.1849209760517,10830.840538617462,27.69,"LOW Performer"
236,SUP11AM,52.8896325028967,19833.612188586263,30.94,"TOP Performer"
236,SCM420HVI,62.0997894978056,17077.44211189654,20.19,"TOP Performer"
236,16MNCR5,56.0473069899329,16590.00286902014,33.71,"TOP Performer"
237,S48CS1V,51.8713850145257,11307.961933166602,21.58,"LOW Performer"
237,S48CS1V,49.3242294956586,9914.170128627378,20.7,"LOW Performer"
237,15B41,48.1300240186809,9626.00480373618,20.1,"LOW Performer"
237,SUP11,60.3526432496365,18709.319407387316,27.46,"TOP Performer"
237,41CR4,48.999673783877,16169.89234867941,41.46,"TOP Performer"
237,38MNSIVS6,57.2075863823158,15446.048323225266,23.73,"TOP Performer"
238,SCR420HV,57.4838305385484,21613.9202824942,28.59,"TOP Performer"
239,SUP11A,53.2014518236683,20429.35750028863,31.48,"TOP Performer"
240,SCM420HV,58.5800262744231,16636.72746193616,23.36,"TOP Performer"
241,41CR4,60.6858086413522,20693.860746701102,36.98,"TOP Performer"
242,Unknown,55.634977967368,13797.474535907264,26.93,"TOP Performer"
243,SCM420H,56.8917630628599,14507.399581029274,22.51,"TOP Performer"
244,S48CS1V,55.3777512504604,10078.750727583792,22.67,"TOP Performer"
245,EN353,57.138798508077,21712.74343306926,47.8,"TOP Performer"
246,SSR550,53.8254392194755,15178.773859892091,28.89,"TOP Performer"
247,SCR415HM,60.1662996771407,24066.51987085628,28.74,"TOP Performer"
248,EN353,54.3999705264875,21759.988210595002,39.76,"TOP Performer"
249,C70S6,62.7570815557518,15752.027470493702,28.88,"TOP Performer"
250,38MNVS6,60.912647214725,17542.8423978408,21.97,"TOP Performer"
251,SAE8720,51.9593484894913,17458.341092469076,34.82,"TOP Performer"
252,GRADE3,56.0681464021841,11886.44703726303,24.31,"TOP Performer"
253,C45MO2,58.0058650463292,9396.95013750533,25.47,"TOP Performer"
254,GRADE3,61.2921719858339,17897.3142198635,36.55,"TOP Performer"
255,DY7,54.6991050307686,16573.828824322885,32.06,"TOP Performer"
256,S48CS1V,57.1511112347831,10115.746688556608,24.41,"TOP Performer"
257,AISI410,54.8163860981813,25544.435921752483,33.6,"TOP Performer"
258,S48CS1V,58.5437964841963,9542.638826923996,18.19,"TOP Performer"
259,VS14250,53.488540161708,18400.05781562755,25.16,"TOP Performer"
260,WSSMIA340,60.3301617387306,18762.680300745218,31.8,"TOP Performer"
261,SAE52100,55.5008171281693,11932.6756825564,20.67,"TOP Performer"
262,SAE1541M,56.7660815043742,14418.584702111046,34.37,"TOP Performer"
263,SAE1015,54.0329054288272,9023.495206614141,25.08,"LOW Performer"
263,SAE1015,52.2184020307066,8929.34674725083,19.79,"LOW Performer"
263,S35C,52.8957177678557,8463.314842856911,20.03,"LOW Performer"
263,34CRNIMO6,49.9783028722164,27488.066579719023,39.4,"TOP Performer"
263,42CRMOS4,54.2995724502094,26280.99306590135,36.95,"TOP Performer"
263,SCR420HV,59.851452227845,23880.729438910155,41.43,"TOP Performer"
264,SSR550,49.4025783006323,12153.034261955545,29.46,"TOP Performer"
264,S48CS1V,54.38617633866,10224.60115166808,19.34,"TOP Performer"
265,SUP11AM,58.6557093678354,23110.349490927147,40.79,"TOP Performer"
266,45C8,52.7038701646506,15020.602996925421,31.22,"TOP Performer"
267,SUP9,55.2160311076593,18055.64217220459,33.57,"TOP Performer"
268,E3250,52.1041467204822,15891.76474974707,29.3,"TOP Performer"
269,S45CS1QDS,53.5465213430809,8781.629500265268,18.85,"LOW Performer"
269,SAE1050,48.1300240186809,8711.534347381243,28.96,"LOW Performer"
269,S45CS1QDS,48.1300240186809,8422.754203269158,28,"LOW Performer"
269,SCM415HV,62.7570815557518,24035.96223585294,43.37,"TOP Performer"
269,SCM415HV,62.4508695093739,23918.683022090205,39.94,"TOP Performer"
269,AISI434MO,52.0686576849442,23847.445219704445,30.88,"TOP Performer"
270,SAE52100,61.0586405845085,21309.465563993468,39.93,"TOP Performer"
270,SUP9,57.8720984173778,17130.141131543827,31.59,"TOP Performer"
270,SAE52100,53.0217982542705,11399.686624668158,26.06,"TOP Performer"
271,12L14,53.8969208262196,15145.034752167707,39.97,"TOP Performer"
272,C40MOD2,51.7705875380325,10820.052795448793,27.87,"TOP Performer"
273,44MNSIVS6,61.8448855505945,21336.4855149551,29.74,"TOP Performer"
274,SUP9,53.0366347868358,17873.345923163663,35.66,"TOP Performer"
275,60SI7,62.7570815557518,13367.258371375134,28.36,"TOP Performer"
276,B14,54.5850667072184,15720.4992116789,38.35,"TOP Performer"
276,60SICR8,53.0304285047,14583.3678387925,30.22,"TOP Performer"
277,SCM435H,51.9156619719561,19104.963605679844,27.5,"TOP Performer"
277,Unknown,48.1300240186809,10444.215212053756,21.99,"TOP Performer"
278,SUP11A,55.8243202723267,14291.025989715636,27.53,"TOP Performer"
278,S48C,54.2254388863135,8296.492149605965,15.09,"TOP Performer"
279,SAE1018,62.7570815557518,14120.343350044155,27.78,"TOP Performer"
280,20MNCR5,56.8458369053904,14893.609269212284,29.57,"TOP Performer"
281,EN1A,55.9235695767942,14540.128089966493,34.95,"TOP Performer"
282,SCM420HV,57.3481292704118,15197.254256659127,21.88,"TOP Performer"
283,S45C,58.3200830511494,10614.255115309192,29.03,"TOP Performer"
284,S45CS1QDS,59.7187456029763,12302.061594213117,31.21,"TOP Performer"
285,S45CS1QDS,58.9953286173675,12566.004995499277,24.45,"TOP Performer"
286,EN1A,58.3490519841217,22289.33785793449,37.27,"TOP Performer"
287,SCM415,57.8663122792647,17475.626308337938,30.72,"TOP Performer"
288,AISI410,56.7813989679217,17147.982488312355,20.32,"TOP Performer"
289,15B41,58.3953561789468,19679.23503230507,37.91,"TOP Performer"
289,AISI430L,48.7834370996283,18293.788912360615,27.29,"TOP Performer"
290,SCM415HV,57.1881773893055,18700.5340063029,41.24,"TOP Performer"
290,60SICR8,55.5882238427958,16732.055376681536,30.81,"TOP Performer"
291,S48CS1V,60.8021780908092,15200.5445227023,35.51,"TOP Performer"
292,SCM415HV,54.5757600139406,21284.546405436835,43.92,"TOP Performer"
293,SCM415,50.3782393569738,16171.41483358859,44.21,"TOP Performer"
294,SCM415,59.4309096413977,20860.24928413059,43.39,"TOP Performer"
294,12L14,56.2310999050024,18050.183069505772,40.33,"TOP Performer"
295,SAE1050,58.0870254357735,9352.011095159532,23.75,"TOP Performer"
296,S53CG,61.5310922959047,18520.858781067316,36.18,"TOP Performer"
297,S15CP3,57.859781624377,13192.030210357956,25.79,"TOP Performer"
298,SCM435H,55.0572023912707,19545.3068489011,24.48,"TOP Performer"
299,DY7,49.6509229333,16881.313797322,39.86,"TOP Performer"
300,44MNSIVS6,59.125516578382,22053.817683736484,36.79,"TOP Performer"
301,60SI7,56.3095366110259,16611.31330025264,27.73,"TOP Performer"
302,SAE52100,58.9599445825594,19515.741656827162,30.26,"TOP Performer"
302,GRADE3,56.9166948733443,16790.42498763657,36.24,"TOP Performer"
302,SAE8720M,51.0793347032885,11543.929642943202,25.8,"TOP Performer"
303,38MNS6,54.4162282355594,13658.47328712541,23.72,"TOP Performer"
304,S45CS1QDS,48.1300240186809,9048.444515512008,21.39,"TOP Performer"
305,SAE9254,57.9981821254169,15079.527352608395,30.48,"TOP Performer"
306,45C8,55.3954520251814,16618.63560755442,34.36,"TOP Performer"
307,SUP9,57.1519939902923,18688.702034825583,31.5,"TOP Performer"
308,SAE8620,55.7169572314192,14040.673222317639,24.05,"LOW Performer"
308,S48C,57.4968890095415,10809.415133793802,17.75,"LOW Performer"
308,SUP11A,60.5720598596295,20109.923873396994,35.74,"TOP Performer"
308,SCM420HV,53.1867206836014,19040.8460047293,27.69,"TOP Performer"
308,12L14,58.4977649795742,17256.84066897439,29.8,"TOP Performer"
309,38MNVS6,54.5366806117717,15106.660529460762,20.19,"TOP Performer"
309,12L14,55.7798796810931,13944.969920273275,31.33,"TOP Performer"
310,S48CS1V,54.1422210004762,11803.00417810381,19.85,"TOP Performer"
311,SCM420H,57.8514572534339,20884.376068489637,34.15,"TOP Performer"
312,16MNCR5,58.4658509332853,13681.009118388762,32.45,"TOP Performer"
313,SCM415,61.0492882844557,22832.43381838643,51.09,"TOP Performer"
314,GRADE3,55.5956071276179,18513.337173496762,43.42,"TOP Performer"
315,SCM420,48.1300240186809,16556.72826242623,26.54,"TOP Performer"
315,SSR550,50.9626751789934,15135.91452816104,37.12,"TOP Performer"
316,B14,53.7148342600036,16383.024449301098,31.67,"LOW Performer"
316,S48CS1V,56.8940369404568,12630.47620078141,22.52,"LOW Performer"
316,S48CS1V,57.2678907648123,10021.880883842152,18.38,"LOW Performer"
316,60SICR7,57.8844145527614,20143.776264360968,41.88,"TOP Performer"
316,38MNVS6,50.2090297955104,19681.939679840078,30.63,"TOP Performer"
316,94B17H,53.7183992374168,16384.111767412123,33.63,"TOP Performer"
317,SCM420HV,55.5758260760252,20952.0864306615,29.13,"TOP Performer"
318,S35C,52.9914989256607,8955.563318436658,21.12,"TOP Performer"
319,SCM420HV,57.0222088280562,17790.929154353533,21.64,"TOP Performer"
320,CF53,49.8104214987406,15740.09319360203,32.34,"TOP Performer"
321,SAE52100,56.4092839441027,14892.050961243112,28.48,"TOP Performer"
322,38MNVS5,62.338946439131,24499.205950578482,39.46,"TOP Performer"
322,38MNVS6,62.2910464831355,15884.216853199554,27.81,"TOP Performer"
322,38MNSIVS6,57.3800341154917,15090.948972374317,24.22,"TOP Performer"
323,60SI7,61.4640376416794,16287.96997504504,30.49,"TOP Performer"
323,15B25,49.9630632973644,14389.362229640947,34.66,"TOP Performer"
324,SAE52100,48.1300240186809,10155.43506794167,27.37,"TOP Performer"
325,C38M,57.2514608068949,14828.128348985778,24.23,"TOP Performer"
